[0.138s] DEBUG:colcon:Command line arguments: ['/usr/bin/colcon', 'build', '--packages-select', 'robot']
[0.138s] DEBUG:colcon:Parsed command line arguments: Namespace(log_base=None, log_level=None, verb_name='build', build_base='build', install_base='install', merge_install=False, symlink_install=False, test_result_base=None, continue_on_error=False, executor='parallel', parallel_workers=4, event_handlers=None, ignore_user_meta=False, metas=['./colcon.meta'], base_paths=['.'], packages_ignore=None, packages_ignore_regex=None, paths=None, packages_up_to=None, packages_up_to_regex=None, packages_above=None, packages_above_and_dependencies=None, packages_above_depth=None, packages_select_by_dep=None, packages_skip_by_dep=None, packages_skip_up_to=None, packages_select_build_failed=False, packages_skip_build_finished=False, packages_select_test_failures=False, packages_skip_test_passed=False, packages_select=['robot'], packages_skip=None, packages_select_regex=None, packages_skip_regex=None, packages_start=None, packages_end=None, allow_overriding=[], cmake_args=None, cmake_target=None, cmake_target_skip_unavailable=False, cmake_clean_cache=False, cmake_clean_first=False, cmake_force_configure=False, ament_cmake_args=None, catkin_cmake_args=None, catkin_skip_building_tests=False, mixin_files=None, mixin=None, verb_parser=<colcon_mixin.mixin.mixin_argument.MixinArgumentDecorator object at 0x7f7c6687fcd0>, verb_extension=<colcon_core.verb.build.BuildVerb object at 0x7f7c6687f670>, main=<bound method BuildVerb.main of <colcon_core.verb.build.BuildVerb object at 0x7f7c6687f670>>, mixin_verb=('build',))
[0.349s] Level 1:colcon.colcon_core.package_discovery:discover_packages(colcon_meta) check parameters
[0.350s] Level 1:colcon.colcon_core.package_discovery:discover_packages(recursive) check parameters
[0.350s] Level 1:colcon.colcon_core.package_discovery:discover_packages(ignore) check parameters
[0.350s] Level 1:colcon.colcon_core.package_discovery:discover_packages(path) check parameters
[0.350s] Level 1:colcon.colcon_core.package_discovery:discover_packages(colcon_meta) discover
[0.350s] Level 1:colcon.colcon_core.package_discovery:discover_packages(recursive) discover
[0.350s] INFO:colcon.colcon_core.package_discovery:Crawling recursively for packages in '/home/souhaila/turtle_ws'
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extensions ['ignore', 'ignore_ament_install']
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'ignore'
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'ignore_ament_install'
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extensions ['colcon_pkg']
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'colcon_pkg'
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extensions ['colcon_meta']
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'colcon_meta'
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extensions ['ros']
[0.350s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'ros'
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extensions ['cmake', 'python']
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'cmake'
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'python'
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extensions ['python_setup_py']
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(.) by extension 'python_setup_py'
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(build) by extensions ['ignore', 'ignore_ament_install']
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(build) by extension 'ignore'
[0.374s] Level 1:colcon.colcon_core.package_identification:_identify(build) ignored
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(install) by extensions ['ignore', 'ignore_ament_install']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(install) by extension 'ignore'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(install) ignored
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(log) by extensions ['ignore', 'ignore_ament_install']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(log) by extension 'ignore'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(log) ignored
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extensions ['ignore', 'ignore_ament_install']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'ignore'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'ignore_ament_install'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extensions ['colcon_pkg']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'colcon_pkg'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extensions ['colcon_meta']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'colcon_meta'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extensions ['ros']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'ros'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extensions ['cmake', 'python']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'cmake'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'python'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extensions ['python_setup_py']
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src) by extension 'python_setup_py'
[0.375s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extensions ['ignore', 'ignore_ament_install']
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extension 'ignore'
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extension 'ignore_ament_install'
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extensions ['colcon_pkg']
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extension 'colcon_pkg'
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extensions ['colcon_meta']
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extension 'colcon_meta'
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extensions ['ros']
[0.376s] Level 1:colcon.colcon_core.package_identification:_identify(src/robot) by extension 'ros'
[0.378s] DEBUG:colcon.colcon_core.package_identification:Package 'src/robot' with type 'ros.ament_python' and name 'robot'
[0.378s] Level 1:colcon.colcon_core.package_discovery:discover_packages(recursive) using defaults
[0.378s] Level 1:colcon.colcon_core.package_discovery:discover_packages(ignore) discover
[0.378s] Level 1:colcon.colcon_core.package_discovery:discover_packages(ignore) using defaults
[0.378s] Level 1:colcon.colcon_core.package_discovery:discover_packages(path) discover
[0.379s] Level 1:colcon.colcon_core.package_discovery:discover_packages(path) using defaults
[0.401s] Level 1:colcon.colcon_core.package_discovery:discover_packages(prefix_path) check parameters
[0.401s] Level 1:colcon.colcon_core.package_discovery:discover_packages(prefix_path) discover
[0.403s] WARNING:colcon.colcon_core.prefix_path.colcon:The path '/home/souhaila/ros2_humble/install' in the environment variable COLCON_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/mcap_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/zstd_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/yaml_cpp_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/kdl_parser' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/urdf' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/urdf_parser_plugin' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/tf2_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/test_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/rosbag2_storage_mcap_testdata' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/example_interfaces' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/action_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/unique_identifier_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/ament_lint_common' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/ament_cmake_uncrustify' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/ament_uncrustify' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/uncrustify_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/turtlebot4_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/rmw_cyclonedds_cpp' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/tracetools' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/tinyxml_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/pluginlib' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/tinyxml2_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/tf2' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/test_interface_files' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/qt_gui' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/tango_icons_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/std_srvs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/sensor_msgs_py' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/sensor_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/nav_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/geometry_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/std_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/statistics_msgs' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.404s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/sqlite3_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.405s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/rcl_logging_spdlog' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.405s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/spdlog_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.405s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/shared_queues_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.405s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/rviz_assimp_vendor' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.405s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/rmw_connextddsmicro' in the environment variable AMENT_PREFIX_PATH doesn't exist
[0.405s] WARNING:colcon.colcon_ros.prefix_path.ament:The path '/home/souhaila/ros2_humble/install/rmw_connextdds' in the environment variable AMENT_PREFIX_PATH doesn't exist
